x,y,z
47.117999395,13.648499966,0.245666663
14.284499884,14.489249706,-0.789250001
64.860000610,10.067000389,1.702999949
4.989454530,-14.840454535,-1.238090905
18.495000362,-8.320499897,-1.426000029
55.332333883,11.042333603,0.384999990
36.805500031,-11.933499813,-0.217999998
56.924999237,14.645999908,2.197000027
8.637999535,16.329000473,0.393999994
36.154998779,14.194999695,1.523000002
9.927374959,16.279041688,0.153416665
9.437571457,-15.814785821,0.052357142
25.570999146,-7.026499987,-1.437500000
36.472000122,14.364500046,1.101000011
49.507999420,12.899999619,1.939000010
12.316499710,16.793999672,-0.231500000
28.534399796,3.081199980,-1.419800019
49.105998993,12.960000038,1.925999999
45.460000356,15.875666936,1.183333337
13.414444288,-11.347999785,-1.208444436
20.467285701,7.084285736,-1.660999979
45.113000234,16.015333176,0.207333336
30.091499329,8.233999729,-1.560999990
49.484001160,12.887000084,-0.196999997
20.499800110,14.630400085,0.852999997
19.287000656,9.347999573,-0.750000000
48.492000580,13.000999928,1.907000005
7.244999886,17.427000046,0.726999998
1.497390244,-7.958243905,-1.647414635
6.544874996,12.581937492,-1.861250006
11.992160110,-15.891839981,0.232799999
35.969599915,14.620000076,1.522200012
3.950199986,-13.243200111,-1.333200002
41.437000275,4.293000221,-1.401999950
10.319000244,20.929999352,-0.203000005
78.315002441,-13.454000473,1.417000055
47.583000183,-18.200000763,0.367000014
16.567899895,1.094000012,-1.532900000
19.076199722,15.160999870,1.032999992
18.764999390,-12.022999763,-1.057000041
17.290249825,15.715624928,-0.235375002
47.166166306,14.101833344,1.717666666
32.360500336,-11.303166707,-0.757166664
47.304249763,15.530250072,1.734750003
7.950225815,2.549290326,-1.614838708
18.530699921,14.615900040,0.708200002
47.013000488,15.716333389,1.780666629
16.356571198,-6.843428680,-1.541428566
14.470187426,-15.747125089,0.689125001
16.601333618,9.829333305,-1.813666622
37.805000305,-17.702999115,1.621000051
64.469997406,10.197999954,0.866999984
23.735000610,12.335000038,-1.638000011
32.370998383,17.364000320,-0.753000021
45.818000793,15.869000435,1.848999977
29.908857346,7.581714290,-1.488428559
0.041000001,16.850000381,-1.557999969
38.654333750,-16.981000264,-0.896000008
46.548666636,15.761333148,1.662999988
46.023999532,15.799333254,1.649000009
11.034374893,-8.054312468,-1.508062512
6.539333423,-4.166500012,-1.551166654
37.520999908,14.055500031,1.563999951
0.509181814,-14.446363622,-1.308818178
4.500380001,-15.564580021,-0.320920000
36.627998352,8.397999763,-0.321000010
18.802000046,-6.629000187,-1.513000011
15.006720047,18.592320328,0.655920000
39.157999039,-11.564000130,1.589500010
58.873001099,-18.809000015,-0.280999988
45.493000031,15.916000366,1.838999987
12.012714386,16.673857280,-1.670428549
26.957999911,-16.896857125,-0.762428556
45.023000717,15.989500046,1.825000048
34.538199615,17.122400284,1.158999968
17.693000793,-13.694999695,-1.180999994
14.545666483,-7.375555568,-1.457333313
33.531800079,17.203399658,0.665199995
38.297000885,14.005000114,1.588000059
5.499277804,-8.322722276,-1.458944447
36.962499619,14.111500263,1.546999991
31.711999893,2.098799992,-1.392199993
48.845001221,12.904999733,0.365999997
77.250000000,-8.319000244,-0.884000003
21.406400299,-1.893600011,-1.522800016
29.521999359,-5.159999847,-1.300999999
4.458062515,-5.420593753,-1.627000000
34.033000946,17.216999690,1.498666644
9.568181905,-4.803636334,-1.593727285
3.471166650,-12.024250031,-1.401666681
7.491090919,16.633878939,-0.327151515
12.678249836,13.828750134,-1.305999994
13.619999886,18.738999685,-0.119333334
19.760000229,8.722000122,-0.247999996
2.512250029,20.068593621,0.727031255
39.635000229,-11.091499805,1.243000031
4.647142819,9.273285730,-1.883571420
35.994667053,15.119999886,1.529333313
47.180999756,-18.099000931,0.976000011
1.817599988,9.863600159,-1.934599972
46.974999746,15.687333107,1.086333315
47.131332397,13.623000145,0.703000009
36.181249619,16.640749931,1.555749983
3.995844601,-3.957425689,-1.709722977
33.446999550,-17.274500370,0.236749999
32.573333740,14.312333425,1.261666656
60.597999573,11.498000145,0.400999993
47.973499298,13.033499718,1.152500004
18.488888847,4.087888903,-1.539444433
17.988833427,-7.512000004,-1.437333326
18.625199890,15.254399872,0.259999996
17.221750259,3.997750044,-1.536499977
32.500000000,-17.081999779,0.766000003
30.328499794,16.603000641,0.043499999
0.162833334,20.326833407,0.600333353
7.634142808,11.756571497,-1.849571432
17.910428728,8.560857228,-1.749571426
4.482541641,7.591249983,-1.813416660
33.548000336,17.236499786,1.484499991
12.017888917,-11.485999849,-1.217666666
15.801000118,9.521999836,-1.846250027
12.454785688,1.582714294,-1.579285715
47.638000488,-4.256999969,-1.325999975
33.051333110,17.310333888,1.470666647
5.496764688,-8.939882475,-1.372176479
49.578998566,12.796999931,0.725000024
32.456333160,-11.432666620,-0.396499996
32.477333069,17.379666646,1.454666694
57.937999725,14.378000259,0.810000002
76.728996277,-15.126999855,-0.411000013
4.130111059,19.873111301,-0.632111112
39.114332835,-11.048666636,-0.785999993
32.037999153,17.425999641,1.442000031
1.505523801,-7.901952358,-1.527476186
21.771499634,19.408500195,0.724749997
11.226500034,12.815500259,-1.794499993
45.444000244,7.252999783,-1.570000052
30.109624624,16.670625210,1.195875011
29.949374914,16.898375034,1.174624979
29.615199661,16.944999695,1.125200009
41.531750679,7.080999970,-0.126000002
5.906636411,-10.399000081,-1.256363652
25.383750439,14.741250038,1.108500004
5.504894708,-10.399368487,-1.286263152
35.142498970,-17.059250355,1.190249979
21.008285795,-12.042857306,-1.166285702
4.494166613,-14.285583178,-1.270833343
18.524157976,18.097158131,0.685263160
35.038668315,-17.363667170,-0.262333333
10.785099983,0.995300001,-1.594800019
4.997734702,-15.577449001,-0.326285717
8.085388899,16.196777874,0.629888889
28.982143130,17.012285505,1.178285726
9.002000093,15.580833356,0.504333335
56.465000153,13.475999832,-0.252000004
28.484700012,17.068799973,1.137200004
18.690500259,4.793499947,-1.572499990
47.315750122,-3.891499996,-1.315249979
25.482499599,17.367000103,0.518500000
5.536236838,-9.487052641,0.524552628
9.506846208,-10.483846224,-1.291000009
2.013214290,12.512714318,-1.887571446
3.061117621,15.587294130,0.611117640
75.907997131,12.965000153,1.378999949
44.358001709,12.248999596,0.135000005
41.537998199,-17.725999832,-0.741999984
7.126777755,19.709110896,-0.659444438
27.990666707,17.125666512,1.128111104
30.899000168,7.268000126,-1.207999945
10.188000202,-14.607500076,-1.227999985
27.503199959,17.180999947,1.100399989
7.773499966,-13.802499771,-1.254999995
28.504000255,17.028143202,0.640000003
26.528000116,17.286125183,1.135375001
25.447200012,-16.409500122,0.713400000
72.216003418,-12.657999992,2.223000050
38.419998169,-3.894000053,-1.284999967
44.941499710,-17.925999641,1.127499968
38.027999878,-17.458799744,-0.801200008
6.416000048,-15.647833506,-0.274333335
16.972263236,-16.274158076,-0.353789477
26.074333191,17.322333018,1.201666633
9.663175516,8.584035070,-0.881473686
11.482999921,9.074125171,0.102375001
26.125000000,17.394000053,1.170499980
25.640999794,17.370499611,1.256500006
21.505999247,14.761999766,1.091333350
6.504133320,-2.977066660,-1.657866677
45.033000946,-18.008999507,0.283333336
3.365222163,-14.942555534,0.615444438
71.172996521,-12.347000122,0.094999999
21.361999512,14.911000252,1.089999974
4.506465653,-1.905984721,-1.623740452
36.024571010,15.127285685,1.177142841
39.176751137,-11.010249853,-0.177500000
12.967333349,13.625066503,-1.732133333
4.100200001,19.882399750,-0.304399999
47.133167267,13.523500125,1.139666677
75.929000854,10.626999855,2.315000057
20.977399826,14.958199883,1.080200028
0.497968750,-7.953765631,-1.655421883
11.597882271,-15.871588146,0.666411775
13.019681931,-16.025999936,0.209000003
43.403999329,5.811999798,-1.483999968
20.423800278,15.022599983,1.066600013
32.563499451,-16.810249805,-0.968750000
58.380001068,13.420999527,0.811999977
4.006090879,-14.399999965,-1.268000007
1.151999990,16.983999888,-0.340666662
10.430500031,-15.665999889,0.786000013
20.007000605,15.100000064,1.056666652
5.971096149,-3.388653847,-1.701230771
10.016124964,-4.353375018,-1.609375000
7.186642783,16.648785727,0.168642855
20.223500252,14.196500301,0.583999991
18.539999644,15.088666916,1.017333309
24.517800140,-16.528800201,1.134000015
21.174999237,8.062000275,-1.468000054
27.462999821,-16.769749641,0.129749999
10.433916569,8.544833263,-0.559500004
18.694749832,16.116500378,1.043749988
13.503782646,13.950130504,-1.294304350
14.682000160,9.644000053,-1.855999947
5.921933285,-9.297466628,0.515866667
24.044000626,-6.346000195,-1.335999966
58.224000295,12.138999939,0.808333357
23.494000026,-16.427142824,1.100571411
18.728500366,16.455999374,1.051999986
17.554500103,5.620250046,-1.610374987
27.018400192,-16.885400009,-0.329800001
13.483999888,-15.601166566,0.802833329
55.682998657,11.385000229,0.386000007
35.498249054,-17.282999992,0.707000002
19.022000313,14.641666651,0.742083341
21.774999619,-6.826499939,-1.480000019
12.995142937,-4.299714225,-1.521285721
59.289001465,11.671999931,1.126999974
23.484166463,-13.815833251,-1.164333324
5.005199977,14.167571395,-1.724342854
1.493999958,16.392999649,-1.626000047
60.943000793,-18.566999435,1.177000046
21.739000320,19.253999710,1.098999977
59.589000702,-18.832000732,-0.287000000
47.032501221,15.673999786,0.708499998
36.198499680,12.138999939,-1.494499981
21.738999685,19.408333460,1.132666628
21.352399826,14.974600029,0.602800000
18.896250248,17.191750050,1.072999984
64.993000031,10.611000061,1.708500028
28.489249706,13.086500168,0.008500002
3.524750034,-12.582416852,-1.404999991
18.880999565,17.561750412,1.081250012
48.013999939,-18.159999847,0.726000011
18.878400040,18.052199554,1.092199993
18.772333145,0.241666670,-1.524666667
16.468599319,16.406600189,-0.120400000
47.327200317,15.517000008,1.191400003
20.510833422,-13.797666550,-1.194833338
18.431999969,18.141799927,1.083799982
30.311000824,-12.187999725,-1.054999948
30.399000168,7.269999981,-0.796000004
37.890998840,14.173000336,1.129999995
4.638181773,14.272545511,0.576227272
25.496833324,-16.745749950,-0.778250004
2.501116276,-15.032976772,0.587558136
24.009667079,-8.569333394,-1.374333342
36.514499664,-17.463999748,0.238999993
33.636666616,-17.083000183,0.717000008
6.893000126,18.620000839,0.407999992
39.881000519,-17.492000580,0.870000005
41.989999135,-17.780000051,-0.246999994
39.402498245,-11.434500217,1.596499979
21.704000473,-4.688000202,-1.434999943
63.743999481,10.956000328,0.411000013
1.517764695,-10.374882474,-1.408823532
17.995749950,18.234250069,1.075500011
5.014574086,4.083925918,-1.646814812
10.981818286,-9.402909105,0.639272728
9.936130399,16.272478352,-0.815130433
17.566800308,18.329999924,1.067599988
14.990750194,-15.787687480,0.661374994
3.439833323,10.914083322,-1.905583332
12.514333328,-15.786583304,0.674041676
53.472999573,-18.135999680,0.777999997
26.631000042,13.250499725,-0.028250000
17.292999268,18.354000092,1.062000036
19.981857027,15.113428661,0.596714288
58.402000427,13.512999535,1.120000005
15.033200073,14.600200081,-0.466400003
16.972749710,18.385250568,1.055000007
15.606624961,-9.536000013,-1.266250014
45.075000763,-17.829999924,-0.810999990
12.287857192,2.597357103,-1.579928577
16.933999856,-15.989250024,0.191250001
18.887200165,18.016999817,0.561399996
51.951000214,-9.609000206,-1.172999978
15.437000084,-11.220400238,-1.204799986
14.135000038,15.243400002,0.699999994
12.027714389,-5.798285723,-1.490642854
36.057500839,15.569666704,0.238000003
18.517300224,18.204899979,0.227299996
16.481400299,18.454600143,1.045800018
46.548999786,-18.025999069,0.712000012
16.004166444,18.506500562,1.036666671
15.494833310,18.565000216,1.026833355
38.843000793,-11.454599953,1.169000006
12.227428504,0.095285715,-1.588214295
37.452667236,14.206999779,1.183333317
14.994166692,18.619499524,1.017499983
36.949999809,-17.485249996,-0.756500006
24.932332993,-11.235333443,-1.169666688
7.495117692,-10.404823472,-1.305705884
9.438799922,-8.040933291,-1.506733330
41.666000366,-11.454000473,1.669999957
27.363249779,-16.249000072,-1.022749990
4.479125023,14.471437573,0.615562502
14.492666562,18.657167117,1.008166651
28.616666794,13.533000310,0.257000004
13.987999916,18.736142567,0.999714281
33.363749504,7.659750104,-1.514999986
35.955333710,-17.254000346,0.746333341
2.507699966,-13.906000137,-1.320300007
27.614428929,7.668857098,-0.997857128
3.772500038,-9.371500015,0.438500002
38.683998108,-17.965999603,1.651000023
7.203999923,16.652615474,-0.819230781
42.972999573,-17.782500267,-0.769999981
37.991001129,-17.491999626,0.737000018
32.545800018,17.309199905,0.655199993
13.478500048,18.791000048,0.990999997
22.909000158,-4.407375038,-1.517875001
13.149666468,18.827666601,0.985666672
45.901000977,15.871999741,1.314000010
27.060999870,13.518333276,0.206833328
1.509454547,20.184484944,0.709636361
12.872499943,18.868999958,0.981500000
36.014875412,15.129374981,0.702124998
16.526928629,-15.953642709,0.662285713
29.054000854,-6.693999767,-1.294000030
10.558750033,13.249374866,-1.783500001
7.490787853,16.610515305,-1.304969690
12.511833191,18.908666611,0.975833327
18.765666962,16.460999807,0.607666661
5.925323061,-9.333738444,0.199692306
9.892666817,9.632888900,-0.802111109
8.561000109,15.665250063,0.534500003
13.985444387,-15.629444440,0.837333335
37.478248596,14.262250185,0.238999996
0.995750003,-14.947636388,0.580227273
39.525666555,-17.586332957,0.791999996
15.569714274,-7.415571417,-1.462285740
38.850833257,-11.398000081,0.239166662
37.536666870,-17.439667384,0.696333329
4.139800072,19.806200027,0.180800001
5.512483874,14.500419371,-1.276387103
51.349998474,-11.718000412,-0.898999989
8.505961602,16.166423027,0.654346154
9.853400230,16.041399765,0.845799994
22.721999850,2.623571464,-1.484285712
57.926500320,14.543499947,0.114000000
8.978357111,16.107928378,0.696857144
38.291999817,-5.960000038,-1.289999962
9.627266757,6.088600000,-1.683733328
18.013227289,18.226772655,0.715136371
18.898352791,17.160293916,0.665705886
22.529399872,-10.020199966,-1.191199994
0.525341466,14.614975604,-1.299170732
39.385499954,-15.844999790,-0.902500004
29.759000778,-14.555000305,-0.856000006
27.515199661,-7.849400043,-1.414999986
3.027869561,14.568391302,-1.255978258
47.266000366,14.578800201,1.109800005
8.770000458,16.358999252,0.837000012
36.384500504,14.359499931,0.702499986
9.504000028,-15.855666478,-1.160666664
7.952294069,-15.611117643,0.732882352
33.090000153,-9.331000328,-1.325999975
1.973571420,-7.208999974,-1.631619050
42.814999898,13.601333300,0.814333320
8.445250034,16.389750004,0.781749994
0.507283332,4.570783337,-1.727683329
68.737998962,-20.259000778,2.177999973
26.434999466,14.555000305,-0.032000002
7.995277776,16.418833203,0.707388886
7.646428585,16.135856901,0.597428577
36.231998444,4.461999893,-1.419999957
4.984055572,-8.987166723,-1.377000007
1.981466663,16.182000097,-0.280600002
14.807000160,16.305000305,-0.256999999
9.102666656,-15.792083422,0.181791666
10.692500114,-12.639999866,-1.321000040
7.171999931,16.603636308,0.660818184
0.513750002,20.284999847,-0.696999997
4.402583361,19.864500205,0.773666670
13.535999934,9.799166679,-0.028833333
3.499050009,9.075549984,-1.872749996
7.410999775,16.291000366,0.388000011
7.214444531,17.054889255,0.686999993
0.130541667,-14.892833233,0.578041665
16.974333445,-16.266166369,0.088999998
37.347999573,8.029999892,-0.330000003
26.090333303,17.290666580,0.523666660
7.286125004,17.623375416,0.681874994
45.136001587,-17.969999313,0.698000014
11.887999875,4.086000034,-1.581499977
36.206001282,13.859000206,1.274000049
11.205666542,-9.322333336,0.252999991
7.350000064,17.971000036,0.673333327
7.996416661,16.602444490,-1.324694445
9.479916652,14.037250042,-1.783166657
2.475600004,20.031999683,0.294700008
47.152500153,14.106000185,-0.257749997
19.256999969,-16.086999893,1.057999969
5.996488910,-3.908377785,-1.686466662
27.909000397,-8.883000374,-1.266999960
7.420562536,18.565437436,0.704937499
5.457107513,-1.400322589,-1.666172039
7.418200016,19.100500107,0.687400007
42.424999237,6.330999851,-1.169000030
32.884998322,-17.152999878,0.772000015
7.362857103,19.434285709,0.734928565
32.625999451,17.323999405,1.223999977
7.083000024,19.464600118,0.763466668
41.416500092,-17.744999886,0.777999997
10.449600029,-12.782999992,-1.316400027
9.417999983,16.383625031,-1.670499980
39.881999969,-10.829999924,1.606999993
35.785999298,-17.193000793,1.113000035
29.892000198,16.869000753,0.612666667
17.457000097,14.103666623,0.242000009
4.496920731,-1.430189024,-1.683518296
58.006999969,14.416499615,1.851000011
32.495199585,-2.409200001,-1.432399988
5.059000095,14.451000214,0.586999997
3.989586185,5.083224124,-1.700258617
34.023399353,17.162800217,0.709400010
4.873894717,14.233894649,0.589578952
5.908749938,16.106500149,-1.327249974
7.482333342,-6.454666654,-1.628666659
45.470500946,-18.395750046,1.868000001
4.994999972,19.776727156,0.713484847
45.293998718,15.888999939,0.691999972
0.393833334,14.933000247,-1.424166660
5.503555550,-3.014166673,-1.688583338
5.872928551,19.668785640,0.680571420
3.622333341,-15.395111084,-1.159333335
18.464000702,-16.250000000,0.012000000
50.368000031,-12.328333537,-0.882000009
58.595001221,-18.113000870,-0.277999997
47.079500198,13.261000156,0.701499999
14.086090955,3.119181828,-1.571999994
5.498441205,19.717352811,0.712382359
16.543625116,-10.345250010,-1.236374989
5.201000214,-9.671999931,0.579999983
4.559095246,19.818000067,0.687714296
32.138500214,17.434000015,0.150000006
32.583222283,-11.493444443,0.134333336
5.864400005,14.516950035,-1.288750005
4.076062441,19.890249848,0.714062501
20.894799805,-14.040400124,-1.060399985
3.496461557,13.649692315,-1.860153831
39.119001389,-11.051000118,0.617999971
18.154000282,17.380500793,0.589999974
42.523999532,-17.811667124,0.830000003
8.005769216,-10.928999974,-1.302769221
3.480066673,19.946033287,0.715699995
2.782999992,19.149000168,-1.350999951
9.982666651,-13.363888847,-1.211666663
11.317538408,-9.304846177,0.590923080
7.248000145,17.363000870,0.397000015
36.144400024,16.168399811,1.222199988
75.583999634,12.888999939,2.315999985
5.654857159,-15.545285634,0.597142858
16.631000519,-3.214499950,-1.567999959
3.989473657,-8.760105233,-1.403368417
3.002323522,20.006117821,0.706441176
16.565750122,-5.090750098,-1.502000004
3.056076912,9.215538465,-1.882384612
6.509304358,6.092434800,-1.709913057
18.667750120,-6.926749945,-1.510750011
2.002029401,20.124970436,0.706294119
9.829000187,15.624899864,0.622100002
11.964666790,16.989555571,-0.277888889
73.670997620,11.154000282,0.090999998
12.024333382,18.990933228,0.201600005
36.664001465,14.336000443,-0.104000002
0.998916667,20.245888922,0.711638876
20.937500000,3.601250023,-1.503374994
24.237999916,1.302999973,-1.467500031
0.510166667,20.303299904,0.707866667
12.464999914,13.883749962,-1.632749975
19.494750023,-3.003750026,-1.466250002
17.584699821,-16.244800186,0.115800001
14.198749781,-4.084249854,-1.614500016
0.116272729,20.364090833,0.792181817
58.304000854,12.561333338,1.115000010
73.792999268,12.123000145,0.090999998
2.006155547,-15.036911138,0.584266667
40.863998413,-17.618999481,0.884999990
10.003923049,13.620692400,-1.778538465
3.046153851,-14.935025606,0.590692314
6.525095236,4.596285706,-1.655571421
15.492100048,5.083600044,-1.608599997
19.234499931,20.378000259,0.074000001
30.152000427,17.413000107,0.152999997
59.027000427,-19.042999268,2.305999994
32.173000336,17.339000702,0.577000022
16.739000320,-15.923999786,0.990000010
0.931499988,15.177000046,-1.667500019
36.152250290,16.190500259,0.708999991
23.479571206,-16.693428312,-0.462285714
2.927181786,-15.208090782,0.588181818
4.476453339,-2.441673339,-1.659873335
4.016888875,-9.933074068,-1.348814823
0.113799999,-15.242300129,-0.379099998
15.614778095,7.102555540,-1.702888899
44.583000183,-18.331999779,1.532999992
3.614913007,-15.326999955,0.588521732
13.210999966,-1.695000052,-1.597000003
14.538000107,-15.686500072,0.931999981
27.421666463,13.421333313,0.206999997
